motorista_id;nome;sobrenome;empresa;regiao;rating;tempo_ativo_meses;categoria_carro;idade;modelo_carro;nota_motorista;genero
253;Isadora;Martins;RideUp;Zona Leste;284;57;Comfort;35;Hyundai HB20S 2022;4.71;Feminino
254;Bernardo;Ribeiro;MoveX;Zona Oeste;197;27;Black;37;Honda Civic 2022;4.84;Masculino
255;Pedro;Carvalho;GoDrive;Zona Leste;209;31;Comfort;41;Nissan Kicks 2022;4.72;Masculino
256;Matheus;Alves;MoveX;Zona Sul;40;19;Comfort;42;Chevrolet Onix Plus 2023;4.21;Masculino
257;Gabriel;Pereira;RideUp;Zona Leste;371;34;Econômico;32;Citroën C3 2023;4.47;Feminino
258;Heloísa;Barbosa;RideUp;Zona Leste;22;9;Comfort;38;Fiat Cronos 2023;4.63;Feminino
259;Bernardo;Santos;RideUp;Zona Leste;251;42;Comfort;46;Honda City 2021;4.42;Masculino
260;Matheus;Ferreira;GoDrive;Zona Sul;24;16;Black;32;Toyota Corolla Cross 2024;4.91;Masculino
261;Ana;Carvalho;MoveX;Zona Sul;313;9;Econômico;46;Renault Kwid 2024;4.70;Masculino
262;Gael;Martins;MoveX;Zona Sul;382;26;Econômico;37;Fiat Mobi 2022;4.37;Feminino
263;Isadora;Almeida;RideUp;Zona Sul;485;20;Comfort;55;Fiat Cronos 2023;4.43;Feminino
264;Miguel;Carvalho;RideUp;Zona Norte;227;4;Comfort;53;VW Virtus 2022;4.13;Masculino
265;Alice;Lopes;MoveX;Zona Oeste;100;23;Comfort;32;Fiat Cronos 2023;4.89;Masculino
266;Isadora;Lopes;MoveX;Centro;426;46;Comfort;46;Nissan Versa 2023;4.07;Feminino
267;Alice;Santos;MoveX;Centro;414;42;Econômico;30;Renault Kwid 2024;4.37;Feminino
268;Julia;Lima;RideUp;Zona Sul;398;23;Comfort;26;Nissan Versa 2023;4.36;Masculino
269;Rafael;Lima;MoveX;Zona Leste;201;5;Econômico;36;Toyota Etios 2020;4.63;Feminino
270;Camila;Pereira;GoDrive;Centro;168;27;Comfort;28;Nissan Kicks 2022;4.33;Feminino
271;Gabriel;Alves;MoveX;Zona Norte;127;14;Comfort;49;Nissan Versa 2023;4.97;Masculino
272;Miguel;Fernandes;RideUp;Centro;129;32;Comfort;26;Honda City 2021;4.44;Masculino
273;Pedro;Soares;RideUp;Zona Oeste;103;31;Comfort;60;Jeep Renegade 2021;4.56;Feminino
274;Lucas;Pereira;GoDrive;Zona Oeste;54;36;Comfort;36;Chevrolet Tracker 2022;4.36;Feminino
275;Heitor;Rodrigues;RideUp;Zona Oeste;183;5;Comfort;34;Nissan Kicks 2022;4.72;Feminino
276;Julia;Rodrigues;RideUp;Centro;296;26;Comfort;46;VW Virtus 2022;4.93;Masculino
277;Gael;Costa;RideUp;Zona Leste;85;35;Comfort;39;VW Virtus 2022;4.08;Feminino
278;Rafael;Fernandes;MoveX;Zona Norte;102;39;Black;48;Honda Civic 2022;4.04;Feminino
279;Valentina;Lopes;RideUp;Zona Norte;322;58;Comfort;51;Jeep Renegade 2021;4.32;Masculino
280;Valentina;Vieira;RideUp;Centro;97;58;Econômico;59;Toyota Etios 2020;4.76;Feminino
281;Lara;Ferreira;MoveX;Centro;418;34;Black;45;VW Taos 2023;4.47;Feminino
282;Miguel;Ribeiro;RideUp;Zona Sul;249;55;Comfort;26;VW Virtus 2022;4.78;Masculino
283;Lara;Lopes;MoveX;Zona Sul;37;42;Econômico;35;Toyota Etios 2020;4.69;Masculino
284;Bernardo;Silva;GoDrive;Zona Sul;40;47;Comfort;42;Chevrolet Onix Plus 2023;4.99;Masculino
285;Valentina;Barbosa;GoDrive;Zona Oeste;161;52;Comfort;32;Fiat Cronos 2023;4.69;Masculino
286;Helena;Soares;MoveX;Centro;117;48;Black;57;Honda Civic 2022;4.92;Feminino
287;Laura;Barbosa;RideUp;Zona Oeste;164;6;Econômico;46;VW Polo Track 2023;4.67;Feminino
288;Felipe;Martins;RideUp;Zona Leste;171;6;Econômico;33;Toyota Etios 2020;4.35;Feminino
289;Gustavo;Oliveira;GoDrive;Centro;214;6;Comfort;60;Nissan Kicks 2022;4.82;Feminino
290;Alice;Ferreira;RideUp;Zona Leste;136;50;Econômico;51;Toyota Etios 2020;4.66;Feminino
291;Pedro;Santos;RideUp;Zona Leste;432;23;Comfort;28;Nissan Versa 2023;4.85;Feminino
292;Helena;Pereira;MoveX;Zona Sul;485;17;Comfort;53;VW Virtus 2022;4.30;Masculino
293;Ana;Alves;MoveX;Centro;238;46;Econômico;39;Chevrolet Onix 2022;4.43;Feminino
294;Arthur;Rodrigues;RideUp;Centro;57;56;Econômico;45;VW Polo Track 2023;4.52;Feminino
295;Camila;Almeida;GoDrive;Zona Norte;281;10;Econômico;53;Fiat Mobi 2022;4.60;Masculino
296;Rafael;Barbosa;GoDrive;Zona Norte;110;29;Econômico;48;Renault Kwid 2024;4.17;Masculino
297;Gustavo;Martins;GoDrive;Zona Sul;251;4;Black;58;Toyota Corolla Cross 2024;4.33;Masculino
298;Isadora;Pereira;MoveX;Zona Oeste;226;13;Econômico;31;Fiat Mobi 2022;4.34;Masculino
299;Alice;Lima;GoDrive;Zona Leste;150;20;Black;58;Toyota Corolla Cross 2024;4.66;Masculino
300;Heloísa;Lima;MoveX;Zona Sul;54;3;Black;52;VW Taos 2023;4.37;Masculino
301;Carla;Soares;RideUp;Centro;495;30;Econômico;52;Chevrolet Onix 2022;4.65;Feminino
302;Valentina;Souza;GoDrive;Zona Leste;375;10;Econômico;56;Fiat Mobi 2022;4.56;Masculino
303;Rafael;Ferreira;GoDrive;Centro;349;56;Comfort;31;Fiat Cronos 2023;4.52;Masculino
304;Lucas;Lima;GoDrive;Zona Oeste;236;49;Black;38;Jeep Commander 2023;4.46;Masculino
305;Pedro;Souza;MoveX;Centro;274;39;Comfort;47;Honda City 2021;4.42;Feminino
306;Heitor;Barbosa;MoveX;Zona Sul;145;24;Econômico;50;Hyundai HB20 2023;4.88;Feminino
307;Felipe;Lopes;MoveX;Zona Sul;385;37;Black;38;Jeep Commander 2023;4.73;Masculino
308;Alice;Martins;GoDrive;Zona Sul;111;52;Black;44;VW Taos 2023;4.47;Masculino
309;Valentina;Ribeiro;RideUp;Zona Sul;302;28;Comfort;37;Jeep Renegade 2021;4.57;Feminino
310;Isadora;Almeida;GoDrive;Centro;406;52;Econômico;28;Fiat Argo 2021;4.90;Masculino
311;Isadora;Santos;MoveX;Zona Sul;69;51;Comfort;31;Jeep Renegade 2021;4.21;Masculino
312;Gustavo;Carvalho;GoDrive;Zona Leste;458;53;Black;36;Jeep Compass 2023;4.98;Feminino
313;Heitor;Ferreira;RideUp;Zona Leste;317;46;Comfort;38;Honda City 2021;4.69;Masculino
314;Camila;Silva;MoveX;Zona Sul;113;49;Black;40;Honda Civic 2022;4.09;Masculino
315;Lucas;Pereira;RideUp;Zona Sul;461;56;Econômico;35;Toyota Etios 2020;4.34;Feminino
316;Camila;Almeida;MoveX;Zona Leste;401;22;Econômico;35;Hyundai HB20 2023;4.32;Masculino
317;Bernardo;Vieira;RideUp;Zona Norte;80;21;Comfort;57;VW Virtus 2022;4.16;Feminino
318;Isadora;Barbosa;GoDrive;Zona Sul;36;7;Black;36;Toyota Corolla 2024;4.42;Masculino
319;Valentina;Pereira;GoDrive;Zona Sul;407;30;Black;32;Toyota Corolla 2024;4.11;Masculino
320;Camila;Vieira;GoDrive;Zona Sul;380;57;Econômico;60;Fiat Argo 2021;4.64;Masculino
321;Helena;Martins;MoveX;Zona Oeste;406;49;Econômico;23;Fiat Mobi 2022;4.67;Feminino
322;Rafael;Gomes;RideUp;Zona Sul;198;18;Econômico;41;VW Polo Track 2023;4.47;Feminino
323;Lucas;Gomes;GoDrive;Zona Leste;261;6;Black;39;Toyota Corolla 2024;4.35;Masculino
324;Matheus;Ribeiro;MoveX;Zona Oeste;74;23;Black;42;Honda Civic 2022;4.75;Feminino
325;Pedro;Lima;RideUp;Zona Sul;75;44;Comfort;53;Honda City 2021;4.12;Feminino
326;Pedro;Souza;RideUp;Zona Norte;194;34;Black;29;Toyota Corolla Cross 2024;4.39;Feminino
327;Isadora;Martins;RideUp;Zona Sul;439;31;Econômico;58;Hyundai HB20 2023;4.34;Feminino
328;Rafael;Lopes;GoDrive;Zona Oeste;74;60;Comfort;34;Hyundai HB20S 2022;4.85;Feminino
329;Bruno;Gomes;GoDrive;Centro;300;49;Econômico;32;Citroën C3 2023;4.17;Feminino
330;Rafael;Barbosa;RideUp;Zona Sul;153;13;Black;34;VW Taos 2023;4.05;Masculino
331;Heitor;Vieira;MoveX;Zona Oeste;213;15;Black;41;Honda Civic 2022;4.19;Feminino
332;Ana;Rodrigues;RideUp;Zona Sul;250;52;Black;22;Jeep Commander 2023;4.20;Masculino
333;Bruno;Pereira;GoDrive;Centro;186;14;Comfort;35;Chevrolet Onix Plus 2023;4.63;Masculino
334;Bruno;Oliveira;MoveX;Zona Norte;484;36;Black;45;Jeep Commander 2023;4.61;Feminino
335;Lucas;Souza;GoDrive;Zona Sul;201;10;Econômico;48;Hyundai HB20 2023;4.48;Masculino
336;Matheus;Fernandes;RideUp;Zona Norte;465;13;Black;59;Jeep Commander 2023;4.69;Masculino
337;Pedro;Silva;GoDrive;Centro;420;37;Black;37;Honda Civic 2022;4.32;Feminino
338;Valentina;Almeida;MoveX;Centro;202;45;Comfort;52;Jeep Renegade 2021;4.29;Masculino
339;Camila;Soares;RideUp;Centro;138;8;Black;25;Toyota Corolla 2024;4.57;Feminino
340;Bruno;Martins;RideUp;Zona Sul;169;16;Econômico;24;Chevrolet Onix 2022;4.21;Feminino
341;Pedro;Martins;RideUp;Zona Oeste;78;18;Econômico;46;Renault Kwid 2024;4.91;Masculino
342;Pedro;Gomes;RideUp;Centro;255;19;Black;27;Toyota Corolla 2024;4.03;Masculino
343;Bruno;Costa;RideUp;Zona Norte;62;28;Comfort;40;Hyundai HB20S 2022;4.91;Feminino
344;Bernardo;Soares;GoDrive;Zona Oeste;373;5;Comfort;57;Chevrolet Onix Plus 2023;4.89;Masculino
345;Valentina;Lima;RideUp;Zona Oeste;197;57;Econômico;55;Hyundai HB20 2023;4.14;Feminino
346;Matheus;Alves;MoveX;Centro;154;11;Econômico;48;Hyundai HB20 2023;4.37;Feminino
347;Gabriel;Santos;RideUp;Zona Norte;37;18;Comfort;47;Nissan Kicks 2022;4.94;Feminino
348;Matheus;Soares;RideUp;Zona Sul;410;58;Comfort;22;Fiat Cronos 2023;4.33;Masculino
349;Helena;Souza;MoveX;Zona Leste;305;11;Econômico;39;Toyota Etios 2020;4.01;Masculino
350;Bernardo;Almeida;MoveX;Centro;51;7;Econômico;39;Toyota Etios 2020;4.42;Masculino
351;Camila;Vieira;RideUp;Zona Sul;94;49;Econômico;31;Fiat Mobi 2022;4.38;Feminino
352;Pedro;Rodrigues;MoveX;Zona Norte;277;11;Comfort;41;Nissan Kicks 2022;4.09;Masculino
353;Felipe;Alves;MoveX;Centro;144;47;Comfort;23;Jeep Renegade 2021;4.26;Feminino
354;Pedro;Alves;GoDrive;Zona Sul;161;50;Econômico;32;Toyota Etios 2020;4.28;Masculino
355;Helena;Almeida;RideUp;Centro;352;47;Econômico;39;Citroën C3 2023;4.26;Masculino
356;Gustavo;Ribeiro;GoDrive;Zona Sul;44;28;Comfort;54;VW Virtus 2022;4.34;Masculino
357;Heitor;Fernandes;MoveX;Zona Leste;414;21;Comfort;43;VW Virtus 2022;4.48;Masculino
358;Matheus;Lopes;GoDrive;Zona Sul;421;54;Black;34;Honda Civic 2022;4.59;Masculino
359;Bruno;Pereira;GoDrive;Zona Sul;146;25;Comfort;43;VW Virtus 2022;4.84;Masculino
360;Ana;Lopes;RideUp;Centro;158;48;Econômico;30;VW Polo Track 2023;4.22;Feminino
361;Matheus;Carvalho;GoDrive;Zona Norte;152;4;Econômico;29;Toyota Etios 2020;4.25;Feminino
362;Gustavo;Silva;MoveX;Zona Oeste;295;4;Comfort;47;Nissan Versa 2023;4.50;Feminino
363;Felipe;Soares;MoveX;Zona Sul;387;7;Black;54;Jeep Compass 2023;4.45;Masculino
364;Gael;Vieira;MoveX;Zona Norte;357;4;Black;37;Jeep Commander 2023;4.22;Feminino
365;Ana;Ribeiro;RideUp;Zona Norte;467;50;Econômico;26;Toyota Etios 2020;4.35;Masculino
366;Camila;Soares;GoDrive;Centro;63;17;Comfort;48;Nissan Versa 2023;4.54;Masculino
367;Carla;Martins;GoDrive;Zona Norte;189;44;Comfort;30;Chevrolet Tracker 2022;4.43;Feminino
368;Heloísa;Gomes;MoveX;Zona Leste;57;5;Comfort;37;Jeep Renegade 2021;4.05;Masculino
369;Isadora;Lopes;RideUp;Zona Norte;372;24;Econômico;31;Fiat Mobi 2022;4.26;Feminino
370;Isadora;Soares;MoveX;Centro;97;9;Econômico;36;VW Polo Track 2023;4.40;Feminino
371;Camila;Rodrigues;GoDrive;Zona Oeste;219;34;Black;36;VW Taos 2023;4.22;Feminino
372;Ana;Gomes;RideUp;Zona Sul;181;19;Econômico;32;Fiat Mobi 2022;4.94;Feminino
373;Ana;Gomes;RideUp;Centro;116;9;Comfort;26;Nissan Versa 2023;4.88;Masculino
374;Laura;Lima;MoveX;Zona Leste;472;48;Econômico;40;Hyundai HB20 2023;4.17;Masculino
375;Bruno;Rodrigues;GoDrive;Zona Leste;233;20;Econômico;56;Citroën C3 2023;4.78;Masculino
376;Gabriel;Gomes;RideUp;Zona Norte;183;38;Black;60;Honda Civic 2022;4.57;Masculino
377;Isadora;Costa;GoDrive;Zona Norte;155;12;Comfort;54;Jeep Renegade 2021;4.01;Masculino
378;Sofia;Almeida;MoveX;Zona Norte;42;33;Comfort;47;Nissan Versa 2023;4.69;Masculino
379;Arthur;Fernandes;MoveX;Zona Oeste;271;52;Comfort;60;Nissan Kicks 2022;4.14;Feminino
380;Arthur;Carvalho;RideUp;Zona Oeste;58;57;Comfort;59;Nissan Versa 2023;4.21;Masculino
381;Carla;Carvalho;GoDrive;Centro;34;1;Econômico;41;Toyota Etios 2020;4.55;Masculino
382;Isadora;Alves;MoveX;Zona Leste;25;12;Econômico;42;Renault Kwid 2024;4.69;Feminino
383;Bruno;Martins;GoDrive;Centro;66;31;Black;36;Toyota Corolla 2024;4.70;Masculino
384;Alice;Souza;RideUp;Zona Sul;39;20;Comfort;59;Nissan Versa 2023;4.79;Feminino
385;Lucas;Barbosa;GoDrive;Zona Leste;225;55;Black;33;Toyota Corolla 2024;4.48;Feminino
386;Rafael;Santos;GoDrive;Zona Norte;274;24;Black;56;Jeep Commander 2023;4.78;Masculino
387;Gael;Ribeiro;RideUp;Centro;490;32;Econômico;34;VW Polo Track 2023;4.18;Masculino
388;Rafael;Santos;GoDrive;Centro;374;26;Comfort;23;Hyundai HB20S 2022;4.40;Masculino
389;Miguel;Almeida;RideUp;Centro;236;37;Black;53;VW Taos 2023;4.09;Feminino
390;Matheus;Almeida;RideUp;Zona Norte;100;17;Black;60;Toyota Corolla 2024;4.81;Feminino
391;Gustavo;Gomes;GoDrive;Zona Norte;351;34;Econômico;37;Chevrolet Onix 2022;4.56;Feminino
392;Ana;Costa;GoDrive;Zona Oeste;122;21;Econômico;32;Chevrolet Onix 2022;4.51;Masculino
393;Lucas;Vieira;MoveX;Zona Sul;176;60;Econômico;52;Renault Kwid 2024;4.84;Masculino
394;Julia;Pereira;MoveX;Zona Sul;185;31;Black;32;Jeep Compass 2023;4.48;Masculino
395;Carla;Silva;RideUp;Zona Sul;285;52;Econômico;23;Chevrolet Onix 2022;4.09;Feminino
396;Matheus;Pereira;GoDrive;Zona Oeste;81;1;Black;29;Honda Civic 2022;4.89;Masculino
397;Gustavo;Souza;MoveX;Centro;287;18;Comfort;42;Nissan Kicks 2022;4.78;Feminino
398;Sofia;Ribeiro;MoveX;Zona Leste;239;55;Econômico;21;Fiat Mobi 2022;4.77;Feminino
399;Laura;Carvalho;RideUp;Zona Oeste;337;4;Comfort;35;Fiat Cronos 2023;4.64;Feminino
400;Gustavo;Pereira;GoDrive;Zona Sul;92;33;Comfort;27;Hyundai HB20S 2022;4.14;Feminino
401;Arthur;Lopes;RideUp;Zona Leste;307;40;Econômico;26;Toyota Etios 2020;4.29;Feminino
402;Bernardo;Martins;MoveX;Zona Norte;27;31;Comfort;46;Hyundai HB20S 2022;4.78;Masculino
403;Sofia;Oliveira;GoDrive;Centro;127;2;Black;43;Toyota Corolla Cross 2024;4.58;Feminino
404;Julia;Lopes;MoveX;Zona Oeste;125;38;Black;43;VW Taos 2023;4.66;Masculino
405;Laura;Lopes;RideUp;Zona Leste;250;55;Econômico;32;Chevrolet Onix 2022;4.21;Feminino
406;Lucas;Pereira;RideUp;Centro;318;25;Econômico;38;Renault Kwid 2024;4.98;Feminino
407;Julia;Fernandes;MoveX;Centro;28;13;Comfort;59;Hyundai HB20S 2022;4.67;Masculino
408;Pedro;Barbosa;RideUp;Zona Oeste;393;50;Econômico;46;Citroën C3 2023;4.73;Feminino
409;Camila;Pereira;RideUp;Zona Leste;58;40;Econômico;21;Fiat Argo 2021;4.61;Masculino
410;Bruno;Alves;GoDrive;Zona Oeste;461;46;Comfort;40;Fiat Cronos 2023;4.06;Masculino
411;Pedro;Barbosa;MoveX;Centro;348;24;Comfort;44;Nissan Versa 2023;4.08;Masculino
412;Lucas;Fernandes;GoDrive;Zona Oeste;259;60;Econômico;30;Fiat Argo 2021;4.52;Feminino
413;Felipe;Barbosa;GoDrive;Zona Norte;369;18;Black;51;Jeep Commander 2023;4.62;Masculino
414;Alice;Rodrigues;GoDrive;Zona Oeste;207;27;Comfort;53;Hyundai HB20S 2022;4.18;Feminino
415;Gael;Barbosa;RideUp;Zona Leste;400;4;Econômico;57;Toyota Etios 2020;4.88;Feminino
416;Camila;Gomes;GoDrive;Zona Norte;472;60;Comfort;53;Chevrolet Onix Plus 2023;4.12;Feminino
417;Helena;Silva;MoveX;Centro;86;6;Black;56;Jeep Commander 2023;4.57;Feminino
418;Sofia;Soares;RideUp;Zona Sul;200;28;Econômico;35;Fiat Argo 2021;4.50;Masculino
419;Gustavo;Carvalho;MoveX;Zona Norte;359;32;Econômico;46;VW Polo Track 2023;4.64;Feminino
420;Maria;Ferreira;GoDrive;Zona Norte;73;43;Comfort;23;Hyundai HB20S 2022;4.54;Masculino
421;Camila;Barbosa;RideUp;Zona Norte;380;17;Comfort;44;Nissan Kicks 2022;4.31;Masculino
422;Helena;Costa;GoDrive;Centro;457;6;Comfort;27;Jeep Renegade 2021;4.61;Feminino
423;Felipe;Pereira;RideUp;Zona Leste;58;49;Black;55;Toyota Corolla Cross 2024;4.49;Masculino
424;Julia;Ferreira;RideUp;Zona Norte;395;43;Comfort;46;Hyundai HB20S 2022;4.69;Feminino
425;Maria;Martins;MoveX;Zona Sul;371;23;Comfort;28;Hyundai HB20S 2022;4.77;Masculino
426;Lara;Lima;RideUp;Centro;424;24;Comfort;36;Jeep Renegade 2021;4.17;Feminino
427;Valentina;Almeida;RideUp;Zona Norte;356;34;Comfort;22;Hyundai HB20S 2022;4.78;Masculino
428;Laura;Oliveira;GoDrive;Zona Sul;24;11;Black;53;Toyota Corolla 2024;4.97;Masculino
429;Sofia;Silva;RideUp;Centro;236;31;Econômico;44;Citroën C3 2023;4.52;Feminino
430;Gael;Ferreira;MoveX;Zona Oeste;40;42;Comfort;49;Fiat Cronos 2023;4.84;Feminino
431;Lucas;Barbosa;GoDrive;Zona Leste;136;49;Comfort;54;Chevrolet Tracker 2022;4.04;Feminino
432;Laura;Gomes;GoDrive;Centro;421;8;Comfort;55;Chevrolet Tracker 2022;4.22;Feminino
433;Camila;Costa;GoDrive;Centro;379;34;Econômico;38;Fiat Mobi 2022;4.22;Feminino
434;Arthur;Souza;MoveX;Zona Norte;487;24;Comfort;54;Hyundai HB20S 2022;4.34;Masculino
435;Heloísa;Santos;MoveX;Zona Sul;357;15;Black;55;Toyota Corolla 2024;4.61;Feminino
436;Isadora;Soares;MoveX;Centro;126;56;Econômico;55;Fiat Argo 2021;4.92;Masculino
437;Gael;Silva;MoveX;Zona Sul;199;56;Econômico;21;Fiat Mobi 2022;4.29;Feminino
438;Maria;Ribeiro;GoDrive;Zona Oeste;163;40;Econômico;45;VW Polo Track 2023;4.54;Feminino
439;Gael;Oliveira;RideUp;Zona Oeste;194;23;Black;40;Honda Civic 2022;4.89;Feminino
440;Ana;Martins;GoDrive;Zona Sul;291;20;Comfort;32;Honda City 2021;4.87;Feminino
441;Gabriel;Soares;MoveX;Zona Sul;292;32;Comfort;56;Honda City 2021;4.51;Masculino
442;Alice;Ferreira;RideUp;Zona Sul;495;32;Comfort;46;Fiat Cronos 2023;4.59;Masculino
443;Bernardo;Silva;MoveX;Zona Norte;47;18;Comfort;56;VW Virtus 2022;4.86;Feminino
444;Rafael;Pereira;MoveX;Zona Norte;101;5;Comfort;32;Fiat Cronos 2023;4.22;Masculino
445;Julia;Ribeiro;MoveX;Centro;205;51;Econômico;47;Citroën C3 2023;4.00;Feminino
446;Carla;Pereira;GoDrive;Zona Oeste;394;42;Comfort;34;Nissan Kicks 2022;4.45;Masculino
447;Camila;Pereira;RideUp;Zona Oeste;189;32;Econômico;25;Fiat Argo 2021;4.08;Masculino
448;Miguel;Lima;GoDrive;Zona Norte;258;47;Comfort;44;Honda City 2021;4.08;Masculino
449;Helena;Lima;RideUp;Centro;317;59;Comfort;42;Nissan Versa 2023;4.50;Masculino
450;Helena;Almeida;MoveX;Zona Leste;162;19;Comfort;58;VW Virtus 2022;4.84;Feminino
451;Sofia;Gomes;GoDrive;Zona Leste;415;38;Black;47;Toyota Corolla 2024;4.82;Masculino
452;Gael;Rodrigues;GoDrive;Zona Leste;358;32;Econômico;52;Citroën C3 2023;4.33;Masculino
453;Camila;Soares;GoDrive;Zona Oeste;374;46;Comfort;54;Jeep Renegade 2021;4.93;Feminino
454;Gustavo;Ferreira;GoDrive;Zona Leste;100;52;Econômico;58;Citroën C3 2023;4.42;Masculino
455;Laura;Fernandes;MoveX;Zona Oeste;99;49;Black;53;Toyota Corolla 2024;4.79;Masculino
456;Laura;Ribeiro;RideUp;Zona Norte;474;21;Econômico;44;Chevrolet Onix 2022;4.45;Feminino
457;Felipe;Carvalho;MoveX;Zona Sul;428;25;Comfort;29;Fiat Cronos 2023;4.19;Masculino
458;Gustavo;Oliveira;GoDrive;Centro;452;12;Comfort;36;VW Virtus 2022;4.86;Masculino
459;Matheus;Martins;RideUp;Centro;358;58;Econômico;41;Toyota Etios 2020;4.44;Feminino
460;Felipe;Fernandes;MoveX;Centro;344;58;Black;21;Toyota Corolla 2024;4.06;Feminino
461;Pedro;Vieira;RideUp;Zona Norte;243;8;Comfort;30;Honda City 2021;4.63;Feminino
462;Heitor;Barbosa;GoDrive;Zona Leste;485;38;Econômico;57;Renault Kwid 2024;4.80;Masculino
463;Carla;Pereira;RideUp;Centro;352;57;Comfort;28;Hyundai HB20S 2022;4.52;Masculino
464;Gustavo;Martins;RideUp;Zona Oeste;229;8;Black;30;Toyota Corolla 2024;4.07;Masculino
465;Gustavo;Ferreira;RideUp;Centro;101;13;Econômico;45;Fiat Mobi 2022;4.99;Feminino
466;Carla;Almeida;RideUp;Zona Norte;251;28;Black;22;Toyota Corolla 2024;4.34;Masculino
467;Sofia;Oliveira;GoDrive;Zona Sul;456;17;Econômico;25;Renault Kwid 2024;4.65;Feminino
468;Bernardo;Oliveira;MoveX;Zona Oeste;428;52;Black;45;Toyota Corolla Cross 2024;4.55;Feminino
469;Carla;Soares;GoDrive;Zona Leste;276;6;Econômico;23;Toyota Etios 2020;4.50;Masculino
470;Heitor;Almeida;MoveX;Zona Norte;280;50;Black;36;Toyota Corolla Cross 2024;4.30;Masculino
471;Pedro;Santos;RideUp;Centro;418;30;Black;57;Jeep Compass 2023;4.61;Masculino
472;Heitor;Lopes;GoDrive;Zona Norte;451;49;Comfort;36;Nissan Kicks 2022;4.54;Masculino
473;Matheus;Alves;GoDrive;Zona Leste;360;58;Econômico;23;Hyundai HB20 2023;4.83;Feminino
474;Arthur;Martins;MoveX;Zona Norte;428;13;Comfort;33;Chevrolet Onix Plus 2023;4.10;Masculino
475;Lucas;Vieira;MoveX;Centro;250;22;Black;25;Honda Civic 2022;4.44;Feminino
476;Gustavo;Almeida;GoDrive;Zona Norte;384;19;Comfort;47;VW Virtus 2022;4.57;Masculino
477;Camila;Ribeiro;MoveX;Zona Norte;307;12;Econômico;23;Fiat Argo 2021;4.26;Masculino
478;Felipe;Rodrigues;GoDrive;Zona Norte;234;55;Comfort;37;Chevrolet Onix Plus 2023;4.33;Feminino
479;Miguel;Santos;RideUp;Centro;422;24;Econômico;21;Fiat Mobi 2022;4.28;Feminino
480;Heitor;Ribeiro;RideUp;Centro;410;11;Comfort;25;Fiat Cronos 2023;4.79;Masculino
481;Bruno;Almeida;GoDrive;Zona Sul;202;39;Comfort;58;Nissan Versa 2023;4.52;Masculino
482;Gabriel;Pereira;GoDrive;Centro;210;24;Econômico;22;Hyundai HB20 2023;4.91;Feminino
483;Gustavo;Oliveira;GoDrive;Centro;33;29;Black;29;Toyota Corolla Cross 2024;4.73;Feminino
484;Matheus;Souza;MoveX;Zona Norte;250;53;Comfort;45;Fiat Cronos 2023;4.02;Feminino
485;Gabriel;Souza;GoDrive;Zona Sul;422;60;Black;60;Toyota Corolla Cross 2024;4.62;Masculino
486;Helena;Barbosa;RideUp;Zona Oeste;345;26;Econômico;45;Fiat Mobi 2022;4.57;Feminino
487;Camila;Carvalho;RideUp;Zona Leste;384;40;Econômico;23;Toyota Etios 2020;4.47;Masculino
488;Camila;Soares;GoDrive;Centro;490;38;Black;32;Jeep Compass 2023;4.11;Masculino
489;Maria;Almeida;RideUp;Zona Oeste;373;1;Econômico;37;Hyundai HB20 2023;4.13;Masculino
490;Felipe;Alves;GoDrive;Zona Oeste;490;5;Black;42;Jeep Commander 2023;4.27;Feminino
491;Bernardo;Carvalho;RideUp;Zona Norte;208;5;Econômico;56;Citroën C3 2023;4.98;Masculino
492;Isadora;Santos;RideUp;Zona Norte;164;2;Comfort;38;VW Virtus 2022;4.89;Feminino
493;Gabriel;Almeida;MoveX;Zona Norte;107;9;Econômico;44;Citroën C3 2023;4.25;Feminino
494;Pedro;Soares;RideUp;Zona Norte;382;32;Comfort;24;Nissan Versa 2023;4.75;Masculino
495;Camila;Lima;MoveX;Centro;219;52;Econômico;35;Hyundai HB20 2023;4.40;Feminino
496;Heitor;Pereira;GoDrive;Zona Leste;423;11;Black;46;Jeep Commander 2023;4.65;Masculino
497;Gustavo;Pereira;MoveX;Centro;149;2;Econômico;43;VW Polo Track 2023;4.85;Masculino
498;Lara;Costa;RideUp;Zona Sul;280;30;Comfort;39;Chevrolet Tracker 2022;4.88;Feminino
499;Alice;Carvalho;RideUp;Zona Oeste;404;41;Econômico;33;Citroën C3 2023;4.15;Feminino
500;Rafael;Vieira;RideUp;Zona Norte;75;53;Econômico;26;VW Polo Track 2023;4.02;Masculino
501;Miguel;Silva;MoveX;Zona Norte;59;50;Black;52;VW Taos 2023;4.62;Masculino
502;Alice;Ribeiro;GoDrive;Zona Norte;158;42;Econômico;22;Fiat Argo 2021;4.84;Masculino
503;Valentina;Silva;RideUp;Zona Oeste;210;57;Econômico;24;Fiat Argo 2021;4.47;Feminino
504;Arthur;Alves;RideUp;Centro;57;20;Econômico;56;VW Polo Track 2023;4.02;Feminino
505;Pedro;Soares;RideUp;Zona Leste;64;25;Econômico;35;Toyota Etios 2020;4.17;Feminino
506;Bernardo;Rodrigues;RideUp;Zona Oeste;133;20;Econômico;53;Toyota Etios 2020;4.65;Feminino
507;Helena;Santos;MoveX;Zona Oeste;313;23;Econômico;28;Fiat Mobi 2022;4.42;Masculino
